word_form_id,word_form,lemma,pos,sent_id,text_numb
357,мужчина,мужчина,NOUN,21,1
358,і,і,CONJ,21,1
359,кожна,кожний,NPRO,21,1
360,четверта,четвертий,ADJF,21,1
361,жінка,жінка,NOUN,21,1
362,українці,українець,NOUN,22,1
363,перебували,перебувати,VERB,22,1
364,у,у,PREP,22,1
365,меншості,меншість,NOUN,22,1
366,серед,серед,PREP,22,1
367,населення,населення,NOUN,22,1
368,найбільших,найбільший,ADJF,22,1
369,міст,місто,NOUN,22,1
370,й,й,CONJ,22,1
371,індустріальних,індустріальний,ADJF,22,1
372,центрів,центр,NOUN,22,1
373,україни,україна,NOUN,22,1
374,їхня,їхній,NPRO,23,1
375,національно,національно,ADVB,23,1
376,свідома,свідомий,ADJF,23,1
377,еліта,еліта,NOUN,23,1
378,була,бути,ADJF,23,1
379,дуже,дуже,ADVB,23,1
380,малочисельною,малочисельний,ADJF,23,1
381,і,і,CONJ,23,1
382,переважно,переважно,ADVB,23,1
383,культурницького,культурницький,ADJF,23,1
384,спрямування,спрямування,NOUN,23,1
385,і,і,CONJ,23,1
386,не,не,PRCL,23,1
387,могла,могти,VERB,23,1
388,успішно,успішно,ADVB,23,1
389,виконувати,виконувати,VERB,23,1
390,роль,роль,NOUN,23,1
391,національного,національний,ADJF,23,1
392,проводу,провід,NOUN,23,1
393,через,через,PREP,23,1
394,брак,брак,NOUN,23,1
395,політичного,політичний,ADJF,23,1
396,та,та,CONJ,23,1
397,господарського,господарський,ADJF,23,1
398,досвіду,досвід,NOUN,23,1
399,якщо,якщо,CONJ,24,1
400,додати,додати,VERB,24,1
401,до,до,PREP,24,1
402,того,той,NPRO,24,1
403,майже,майже,ADVB,24,1
404,абсолютну,абсолютний,ADJF,24,1
405,незацікавленність,незацікавленність,NOUN,24,1
406,найбільших,найбільший,ADJF,24,1
407,світових,світовий,ADJF,24,1
408,держав,держава,NOUN,24,1
409,українською,український,ADJF,24,1
410,справою,справа,NOUN,24,1
411,то,то,CONJ,24,1
412,стає,ставати,VERB,24,1
413,зовсім,зовсім,ADVB,24,1
414,не,не,PRCL,24,1
415,зрозумілим,зрозумілий,ADJF,24,1
416,як,як,CONJ,24,1
417,наприкінці,наприкінці,ADVB,24,1
420,українцям,українець,NOUN,24,1
421,вдалося,вдатися,VERB,24,1
422,проголосити,проголосити,VERB,24,1
423,свою,свій,NPRO,24,1
424,політичну,політичний,ADJF,24,1
425,самостійність,самостійність,NOUN,24,1
426,й,й,CONJ,24,1
427,утворити,утворити,VERB,24,1
428,життєздатну,життєздатний,ADJF,24,1
429,та,та,CONJ,24,1
430,досить,досить,ADVB,24,1
431,стабільну,стабільний,ADJF,24,1
432,державу,держава,NOUN,24,1
433,українська,український,ADJF,24,1
434,традиційна,традиційний,ADJF,24,1
435,дорадянська,дорадянський,ADJF,24,1
436,й,й,CONJ,24,1
437,еміґраційна,еміґраційний,ADJF,24,1
438,історіографія,історіографія,NOUN,24,1
439,давала,давати,VERB,24,1
440,досить,досить,ADVB,24,1
441,просту,простий,ADJF,24,1
442,відповідь,відповідь,NOUN,24,1
443,на,на,PREP,24,1
444,це,це,PRCL,24,1
445,питання,питання,NOUN,24,1
446,українська,український,ADJF,24,1
447,нація,нація,NOUN,24,1
448,виводиться,виводитися,VERB,24,1
449,ще,ще,ADVB,24,1
450,з,з,PREP,24,1
451,часів,час,NOUN,24,1
452,київської,київський,ADJF,24,1
453,русі,русь,ADJF,24,1
454,і,і,CONJ,24,1
455,змогла,змогти,VERB,24,1
456,перетривати,перетривати,VERB,24,1
457,всупереч,всупереч,PREP,24,1
458,усім,увесь,NPRO,24,1
459,незгодам,незгода,NOUN,24,1
460,внаслідок,внаслідок,ADVB,25,1
461,політичних,політичний,ADJF,25,1
462,репресій,репресія,NOUN,25,1
463,українська,український,ADJF,25,1
464,національна,національний,ADJF,25,1
465,ідентичність,ідентичність,NOUN,25,1
466,була,бути,VERB,25,1
467,придушена,придушений,ADJF,25,1
468,але,але,CONJ,25,1
469,вона,вона,NPRO,25,1
470,ніколи,ніколи,ADVB,25,1
471,не,не,PRCL,25,1
472,зникала,зникати,VERB,25,1
473,українці,українець,NOUN,26,1
474,зберігали,зберігати,VERB,26,1
475,свою,свій,NPRO,26,1
476,прив’язанність,прив’язанність,NOUN,26,1
477,до,до,PREP,26,1
478,мови,мова,NOUN,26,1
479,релігії,релігія,NOUN,26,1
480,народних,народний,ADJF,26,1
481,звичаїв,звичай,NOUN,26,1
482,традиційних,традиційний,ADJF,26,1
483,занять,заняття,NOUN,26,1
484,і,і,CONJ,26,1
487,відповідно,відповідно,ADVB,27,1
488,до,до,PREP,27,1
489,цієї,цей,NPRO,27,1
490,логіки,логіка,NOUN,27,1
491,у,у,PREP,27,1
493,вони,вони,NPRO,27,1
494,довели,довести,VERB,27,1
495,свою,свій,NPRO,27,1
496,спроможність,спроможність,NOUN,27,1
497,до,до,PREP,27,1
498,самовиявлення,самовиявлення,NOUN,27,1
499,як,як,CONJ,27,1
500,тільки,тільки,PRCL,27,1
501,політичні,політичний,ADJF,27,1
502,обставини,обставина,NOUN,27,1
503,дали,дати,VERB,27,1
504,таку,такий,NPRO,27,1
505,можливість,можливість,NOUN,27,1
506,але,але,CONJ,28,1
507,таке,такий,NPRO,28,1
508,зведення,зведення,NOUN,28,1
509,явища,явище,NOUN,28,1
510,модерного,модерний,ADJF,28,1
511,українства,українство,NOUN,28,1
512,до,до,PREP,28,1
513,українськості,українськість,NOUN,28,1
514,зрозумілої,зрозумілий,ADJF,28,1
515,в,в,PREP,28,1
516,одвічних,одвічний,ADJF,28,1
517,мовно-лінґвістичних,мовно-лінґвістичний,ADJF,28,1
518,термінах,термін,NOUN,28,1
519,дуже,дуже,ADVB,28,1
520,звужує,звужувати,VERB,28,1
521,розуміння,розуміння,NOUN,28,1
522,українського,український,ADJF,28,1
523,історичного,історичний,ADJF,28,1
524,процесу,процес,NOUN,28,1
525,так,так,PRCL,29,1
526,схема,схема,NOUN,29,1
527,грушевського,грушевський,NOUN,29,1
528,яка,який,NPRO,29,1
529,доводила,доводити,VERB,29,1
530,відрубність,відрубність,NOUN,29,1
531,української,український,ADJF,29,1
532,історії,історія,NOUN,29,1
533,і,і,CONJ,29,1
534,яка,який,NPRO,29,1
535,стала,стати,VERB,29,1
536,каноном,канон,NOUN,29,1
537,для,для,PREP,29,1
538,української,український,ADJF,29,1
539,нерадянської,нерадянський,ADJF,29,1
540,історіографії,історіографія,NOUN,29,1
541,зводила,зводити,VERB,29,1
542,українську,український,ADJF,29,1
543,історію,історія,NOUN,29,1
545,до,до,PREP,29,1
547,національних,національний,ADJF,29,1
548,процесів,процес,NOUN,29,1
549,серед,серед,PREP,29,1
550,українців,українець,NOUN,29,1
551,у,у,PREP,29,1
552,складі,склад,NOUN,29,1
553,російської,російський,ADJF,29,1
554,й,й,CONJ,29,1
555,австрійської,австрійський,ADJF,29,1
556,імперії,імперія,NOUN,29,1
557,внаслідок,внаслідок,ADVB,30,1
558,такого,такий,NPRO,30,1
559,підходу,підхід,NOUN,30,1
560,писав,писати,VERB,30,1
561,видатний,видатний,ADJF,30,1
562,український,український,ADJF,30,1
563,історик,історик,NOUN,30,1
564,олександр,олександр,NOUN,30,1
565,оглоблин,оглоблин,NOUN,30,1
566,широка,широкий,ADJF,30,1
567,й,й,CONJ,30,1
568,повноводна,повноводний,ADJF,30,1
569,ріка,ріка,NOUN,30,1
570,історичного,історичний,ADJF,30,1
571,процесу,процес,NOUN,30,1
572,переходила,переходити,VERB,30,1
573,у,у,PREP,30,1
574,вузький,вузький,ADJF,30,1
575,хоч,хоч,CONJ,30,1
576,і,і,CONJ,30,1
577,сильний,сильний,ADJF,30,1
578,і,і,CONJ,30,1
579,швидкий,швидкий,ADJF,30,1
580,потік,потік,NOUN,30,1
581,за,за,PREP,30,1
582,межами,межа,NOUN,30,1
583,й,й,CONJ,30,1
584,осторонь,осторонь,ADVB,30,1
585,якого,який,NPRO,30,1
586,залишалося,залишатися,VERB,30,1
587,майже,майже,ADVB,30,1
588,ціле,цілий,ADJF,30,1
589,суспільне,суспільний,ADJF,30,1
590,схема,схема,NOUN,30,1
591,грушевського,грушевський,NOUN,30,1
592,в,в,PREP,30,1
593,основному,основний,ADJF,30,1
594,охоплювала,охоплювати,VERB,30,1
595,раніші,раніший,ADJF,30,1
596,періоди,період,NOUN,30,1
597,у,у,PREP,30,1
598,своїй,свій,NPRO,30,1
599,капітальній,капітальний,ADJF,30,1
600,історії,історія,NOUN,30,1
601,україни-руси,україна-русь,NOUN,30,1
602,він,він,NPRO,30,1
603,довів,довести,VERB,30,1
604,виклад,виклад,NOUN,30,1
605,подій,подія,NOUN,30,1
606,до,до,PREP,30,1
608,синтетичний,синтетичний,ADJF,30,1
609,виклад,виклад,NOUN,30,1
610,української,український,ADJF,30,1
611,історії,історія,NOUN,30,1
612,пізнішого,пізніший,ADJF,30,1
613,часу,час,NOUN,30,1
614,він,він,NPRO,30,1
615,подав,подати,VERB,30,1
616,у,у,PREP,30,1
617,своїх,свій,NPRO,30,1
618,більш,більш,ADVB,30,1
619,популярній,популярний,ADJF,30,1
620,ілюстрованій,ілюстрований,ADJF,30,1
621,історії,історія,NOUN,30,1
622,україни,україна,NOUN,30,1
623,на,на,PREP,31,1
624,проблемах,проблема,NOUN,31,1
625,історії,історія,NOUN,31,1
627,на,на,PREP,31,1
628,початку,початок,NOUN,31,1
630,грушевський,грушевський,NOUN,32,1
631,зосередився,зосередитися,VERB,32,1
632,в,в,PREP,32,1
633,останнє,останній,ADJF,32,1
634,десятиліття,десятиліття,NOUN,32,1
635,свого,свій,NPRO,32,1
636,життя,життя,NOUN,32,1
638,після,після,PREP,32,1
639,повернення,повернення,NOUN,32,1
640,на,на,PREP,32,1
641,радянську,радянський,ADJF,32,1
642,україну,україна,NOUN,32,1
643,тоді,тоді,ADVB,33,1
644,він,він,NPRO,33,1
645,стверджував,стверджувати,VERB,33,1
646,що,що,CONJ,33,1
647,виробив,виробити,VERB,33,1
648,схему,схема,NOUN,33,1
649,цього,цей,NPRO,33,1
650,періоду,період,NOUN,33,1
651,принаймні,принаймні,ADVB,33,1
652,в,в,PREP,33,1
653,головних,головний,ADJF,33,1
654,рисах,риса,NOUN,33,1
655,у,у,PREP,34,1
656,його,він,NPRO,34,1
657,викладі,виклад,NOUN,34,1
658,це,це,PRCL,34,1
659,була,бути,VERB,34,1
660,схема,схема,NOUN,34,1
661,українського,український,ADJF,34,1
662,національно-визвольного,національно-визвольний,ADJF,34,1
663,руху,рух,NOUN,34,1
664,який,який,NPRO,34,1
665,поєднавшись,поєднавшись,GRND,34,1
666,з,з,PREP,34,1
667,соціалістичними,соціалістичний,ADJF,34,1
668,рухами,рух,NOUN,34,1
669,європи,європа,NOUN,34,1
670,і,і,CONJ,34,1
671,росії,росія,NOUN,34,1
672,привів,привести,VERB,34,1
673,до,до,PREP,34,1
674,утворення,утворення,NOUN,34,1
675,української,український,ADJF,34,1
676,рср,рср,NOUN,34,1
678,грушевський,грушевський,NOUN,34,1
681,україна,україна,NOUN,34,1
682,науковий,науковий,ADJF,35,1
683,двохмісячник,двохмісячник,NOUN,35,1
684,українознавства,українознавство,NOUN,35,1
689,життя,життя,NOUN,38,1
690,тогочасної,тогочасний,ADJF,38,1
691,україни,україна,NOUN,38,1
692,й,й,CONJ,39,1
693,що,що,CONJ,39,1
694,головне,головний,ADJF,39,1
695,українська,український,ADJF,39,1
696,національно-визвольна,національно-визвольний,ADJF,39,1
697,революція,революція,NOUN,39,1
699,століття,століття,NOUN,39,1
700,й,й,CONJ,39,1
701,віродження,віродження,NOUN,39,1
702,української,український,ADJF,39,1
703,державности,державність,NOUN,39,1
704,з’являлися,з’являтися,VERB,39,1
705,не,не,PRCL,39,1
706,як,як,CONJ,39,1
707,наслідок,наслідок,NOUN,39,1
708,історичного,історичний,ADJF,39,1
709,розвитку,розвиток,NOUN,39,1
710,україни,україна,NOUN,39,1
711,в,в,PREP,39,1
712,столітті,століття,NOUN,39,1
713,а,а,CONJ,39,1
714,як,як,CONJ,39,1
715,ніби,ніби,CONJ,39,1
716,щось,щось,NPRO,39,1
717,припадкове,припадковий,ADJF,39,1
718,залежне,залежний,ADJF,39,1
719,від,від,PREP,39,1
720,сторонніх,сторонній,ADJF,39,1
721,обставин,обставина,NOUN,39,1
722,подій,подія,NOUN,39,1
723,і,і,CONJ,39,1
724,чинників,чинник,NOUN,39,1
725,без,без,PREP,39,1
726,яких,який,NPRO,39,1
727,його,він,NPRO,39,1
728,могло,могти,VERB,39,1
729,б,б,PRCL,39,1
730,не,не,PRCL,39,1
731,бути,бути,VERB,39,1
732,або,або,CONJ,39,1
733,навіть,навіть,PRCL,39,1
734,взагалі,взагалі,ADVB,39,1
735,не,не,PRCL,39,1
736,могло,могти,VERB,39,1
737,б,б,PRCL,39,1
738,бути,бути,VERB,39,1
739,а,а,CONJ,39,1
740,в,в,PREP,39,1
741,кращому,кращий,ADJF,39,1
742,разі,раз,NOUN,39,1
743,як,як,CONJ,39,1
744,наслідок,наслідок,NOUN,39,1
745,і,і,CONJ,39,1
746,витвір,витвір,NOUN,39,1
747,українського,український,ADJF,39,1
749,культурного,культурний,ADJF,39,1
750,руху,рух,NOUN,39,1
751,попередньої,попередній,ADJF,39,1
752,доби,доба,NOUN,39,1
753,подібним,подібний,ADJF,40,1
754,чином,чин,NOUN,40,1
755,традиційна,традиційний,ADJF,40,1
756,українська,український,ADJF,40,1
757,історіографія,історіографія,NOUN,40,1
758,не,не,PRCL,40,1
759,в,в,PREP,40,1
760,стані,стан,NOUN,40,1
761,пояснити,пояснити,VERB,40,1
762,звідки,звідки,ADVB,40,1
763,взявся,взятися,VERB,40,1
764,феномен,феномен,NOUN,40,1
766,бо,бо,CONJ,40,1
767,якщо,якщо,CONJ,40,1
768,етнолізувати,етнолізувати,VERB,40,1
769,українську,український,ADJF,40,1
770,історію,історія,NOUN,40,1
773,то,то,CONJ,40,1
774,українська,український,ADJF,40,1
775,держава,держава,NOUN,40,1
776,якщо,якщо,CONJ,40,1
777,мала,мати,VERB,40,1
778,б,б,PRCL,40,1
779,і,і,CONJ,40,1
780,виникнути,виникнути,VERB,40,1
781,то,то,CONJ,40,1
782,лише,лише,PRCL,40,1
783,в,в,PREP,40,1
784,межах,межа,NOUN,40,1
785,території,територія,NOUN,40,1
786,між,між,PREP,40,1
787,західним,західний,NOUN,40,1
788,кордоном,кордон,NOUN,40,1
789,української,український,ADJF,40,1
790,рср,рср,NOUN,40,1
791,та,та,CONJ,40,1
792,правим,правий,ADJF,40,1
793,берегом,берег,NOUN,40,1
794,дніпра,дніпро,NOUN,40,1
795,з,з,PREP,40,1
796,додатком,додаток,NOUN,40,1
797,чернігівської,чернігівський,ADJF,40,1
798,сумської,сумський,ADJF,40,1
799,і,і,CONJ,40,1
800,полтавської,полтавський,ADJF,40,1
801,областей,область,NOUN,40,1
802,більшість,більшість,NOUN,40,1
803,населення,населення,NOUN,40,1
804,українських,український,ADJF,40,1
805,земель,земля,NOUN,40,1
806,на,на,PREP,40,1
807,сході,схід,NOUN,40,1
808,і,і,CONJ,40,1
809,півдні,південь,NOUN,40,1
810,піддалася,піддатися,VERB,40,1
811,сильній,сильний,ADJF,40,1
